2025-10-15 22:14:33.749 | TX | 0E 03 00 00 00 04 44 F6 
2025-10-15 22:14:33.749 | RX | 0E 03 08 00 00 00 00 00 00 2C E2 39 4A 
2025-10-15 22:14:33.764 | TX | 0E 03 00 00 00 04 44 F6 
2025-10-15 22:14:33.765 | RX | 0E 03 08 00 00 00 00 00 00 2C E2 39 4A 
2025-10-15 22:14:34.740 | TX | 0E 03 00 00 00 04 44 F6 
2025-10-15 22:14:34.741 | RX | 0E 03 08 00 00 00 00 00 00 2C E3 F8 8A 
2025-10-15 22:14:34.756 | TX | 0E 03 00 00 00 04 44 F6 
2025-10-15 22:14:34.757 | RX | 0E 03 08 00 00 00 00 00 00 2C E3 F8 8A 
2025-10-15 22:14:34.773 | TX | 0E 10 00 00 00 02 04 00 01 00 0A 12 7C 
2025-10-15 22:14:34.773 | RX | 0E 10 00 00 00 02 41 37 
2025-10-15 22:14:34.789 | TX | 0E 10 00 00 00 02 04 00 02 00 01 A3 BB 
2025-10-15 22:14:34.789 | RX | 0E 10 00 00 00 02 41 37 
2025-10-15 22:14:34.805 | TX | 0E 03 00 00 00 01 84 F5 
2025-10-15 22:14:34.805 | RX | 0E 03 02 00 00 EC 45 
2025-10-15 22:14:34.820 | TX | 0E 10 00 00 00 01 02 00 09 27 A6 
2025-10-15 22:14:34.820 | RX | 0E 10 00 00 00 01 01 36 
2025-10-15 22:14:34.836 | TX | 0E 03 00 00 00 01 84 F5 
2025-10-15 22:14:34.836 | RX | 0E 03 02 00 00 EC 45 
2025-10-15 22:14:34.852 | TX | 0E 10 00 00 00 01 02 00 09 27 A6 
2025-10-15 22:14:34.852 | RX | 0E 10 00 00 00 01 01 36 
2025-10-15 22:14:34.883 | TX | 0E 03 A0 00 00 40 66 C5 
2025-10-15 22:14:34.884 | RX | 0E 03 80 00 14 00 1E 00 19 00 07 00 1A 00 21 00 14 00 1A 00 0E 00 27 00 11 40 11 00 15 00 11 00 19 00 1F 00 1A 00 1D 00 1E 00 19 00 17 00 18 00 12 00 16 00 1B 00 19 00 11 00 12 00 0D 00 11 00 12 00 1D 00 1C 00 1F 00 24 00 19 00 16 00 16 00 13 00 13 00 1A 00 12 00 0D 00 14 00 22 00 19 00 15 00 1E 00 14 00 1C 00 1B 00 0C 00 13 00 0E 00 12 00 0D 00 0C 00 0A 00 16 00 19 00 1B 00 15 00 10 00 23 62 86 
2025-10-15 22:14:34.915 | TX | 0E 03 A0 40 00 40 67 11 
2025-10-15 22:14:34.915 | RX | 0E 03 80 00 0E 00 1F 00 10 00 13 00 1E 00 24 00 09 00 11 00 17 00 14 00 11 00 19 00 1C 00 18 00 29 00 28 00 1C 00 16 40 0D 00 1B 00 14 00 17 00 19 00 11 00 14 00 1C 00 15 00 1F 00 22 00 15 00 03 00 0E 00 18 00 17 00 19 00 12 00 0F 00 1F 00 1D 00 20 00 10 00 09 00 12 00 14 00 1D 00 1D 00 1D 00 15 00 14 00 19 00 19 00 09 00 03 00 17 00 11 00 24 00 1A 00 18 00 20 00 26 00 24 00 20 00 19 00 08 48 DE 
2025-10-15 22:14:34.946 | TX | 0E 03 A0 80 00 40 67 2D 
2025-10-15 22:14:34.946 | RX | 0E 03 80 00 0F 00 13 00 10 00 14 00 1B 00 17 00 25 00 1C 00 18 00 14 00 0A 00 1D 00 1B 00 17 00 1F 00 17 00 18 00 16 00 10 00 0F 00 04 00 0C 00 0B 00 1D 00 1E 00 15 00 11 00 20 00 1C 00 11 00 0F 00 11 00 18 00 1B 00 12 00 16 00 1F 00 27 00 1B 00 1B 00 0F 00 12 00 1A 00 11 00 14 00 1E 00 0A 00 17 00 23 00 17 00 0F 00 11 00 0D 00 20 00 13 00 13 00 15 00 20 00 1A 00 1C 00 1C 00 12 40 0F 00 0B F1 35 
2025-10-15 22:14:34.977 | TX | 0E 03 A0 C0 00 40 66 F9 
2025-10-15 22:14:34.977 | RX | 0E 03 80 00 16 00 1E 00 1E 00 11 00 08 00 0F 00 17 00 15 00 15 00 15 00 15 00 1B 40 18 00 0E 00 13 00 19 00 17 00 21 00 23 00 0E 00 26 00 27 00 16 00 14 00 0D 00 10 00 10 00 13 00 17 00 14 00 17 00 13 40 1F 40 18 00 14 00 10 00 22 00 12 00 0F 00 14 00 16 00 1C 00 19 00 11 00 14 00 11 00 14 00 1C 00 10 00 0F 00 18 00 07 00 13 00 18 00 12 00 05 00 18 00 14 00 15 00 13 00 1D 00 21 00 1B 00 14 5B F1 
2025-10-15 22:14:35.007 | TX | 0E 03 A1 00 00 40 67 39 
2025-10-15 22:14:35.007 | RX | 0E 03 80 00 02 00 0B 00 1B 00 1E 00 19 00 1F 00 21 00 1A 00 23 00 21 00 15 00 16 00 09 00 12 00 05 00 10 00 0E 00 1C 00 19 00 20 00 1A 00 23 00 17 00 12 00 13 00 03 00 13 00 08 00 14 00 15 00 1C 00 22 00 1B 00 1C 00 0F 00 18 00 16 00 21 00 1E 00 1D 00 08 00 0A 00 15 00 19 00 0D 40 00 00 13 00 17 00 20 00 1E 00 18 00 1A 00 22 00 1B 40 0C 00 0A 00 12 00 11 00 0C 00 11 00 0C 00 1A 00 14 00 10 7C 8D 
2025-10-15 22:14:35.038 | TX | 0E 03 A1 40 00 40 66 ED 
2025-10-15 22:14:35.039 | RX | 0E 03 80 00 0E 00 14 00 11 00 18 00 12 00 0D 00 13 00 16 00 0F 00 13 00 16 00 0E 00 15 00 12 00 0E 00 19 00 20 00 20 00 16 00 1B 40 18 00 03 00 16 00 14 00 15 00 14 00 1B 00 1F 00 19 00 24 00 1E 00 08 00 16 00 16 00 1A 00 17 00 1F 00 19 00 19 00 16 00 1B 00 0C 00 18 00 13 00 0C 00 0D 00 20 00 19 00 18 00 18 00 0E 00 13 00 10 00 0B 00 13 00 0F 00 11 00 14 00 17 00 14 00 21 00 18 00 15 00 18 AF C9 
2025-10-15 22:14:35.070 | TX | 0E 03 A1 80 00 40 66 D1 
2025-10-15 22:14:35.070 | RX | 0E 03 80 00 1A 00 1A 00 14 00 08 00 1B 00 11 00 13 00 19 00 18 00 1D 00 18 00 16 00 16 00 15 00 18 40 1B 00 0D 00 0E 00 20 00 11 00 16 00 19 00 23 00 20 00 24 00 1C 00 09 00 11 00 13 00 18 00 16 00 10 00 16 00 1F 00 17 40 20 00 14 00 11 00 18 00 1A 00 0F 00 10 00 1F 00 17 00 16 00 1D 00 13 00 13 00 15 00 13 00 17 00 12 00 18 00 25 00 15 00 19 00 1D 00 19 00 0F 00 0D 00 12 00 12 00 1A 00 1B 6A 50 
2025-10-15 22:14:35.101 | TX | 0E 03 A1 C0 00 40 67 05 
2025-10-15 22:14:35.101 | RX | 0E 03 80 00 07 00 12 00 22 00 07 00 15 00 17 00 16 00 0D 00 1B 00 10 00 0E 00 11 00 18 00 19 00 18 00 10 00 16 00 1E 00 18 00 15 40 11 00 19 00 19 00 16 00 16 00 21 00 23 00 1A 00 1B 00 0E 00 0C 00 0F 00 1D 00 0E 00 16 00 21 00 10 00 1F 40 1C 00 0F 00 0F 00 17 00 1C 00 0D 00 17 00 14 00 22 00 1D 00 22 00 1A 00 15 00 15 00 13 00 13 00 0C 00 11 00 14 00 16 00 1E 00 1D 00 1A 00 1C 00 21 00 1A C7 7F 
2025-10-15 22:14:35.132 | TX | 0E 03 A2 00 00 40 67 7D 
2025-10-15 22:14:35.132 | RX | 0E 03 80 40 03 40 02 40 02 40 02 40 02 40 02 40 03 40 02 40 02 40 02 40 01 40 02 40 02 40 00 40 02 40 02 40 03 40 00 40 04 40 02 40 02 40 02 40 01 40 03 40 03 40 02 40 02 40 01 40 02 40 01 40 02 40 02 40 02 40 01 40 03 40 02 40 03 40 03 40 02 40 02 40 02 40 02 40 02 40 02 40 02 40 02 40 02 40 02 40 02 40 02 40 01 40 02 40 02 40 02 40 02 40 02 40 02 40 02 40 02 40 02 40 01 40 01 40 01 40 02 A3 9A 
2025-10-15 22:14:35.163 | TX | 0E 03 A2 40 00 40 66 A9 
2025-10-15 22:14:35.164 | RX | 0E 03 80 40 02 40 01 40 02 40 02 40 03 40 03 40 02 40 02 40 03 40 02 40 01 40 02 40 02 40 01 40 00 40 02 40 02 40 02 40 02 40 02 40 01 40 02 40 01 40 01 40 02 40 02 40 01 40 01 40 02 40 01 40 02 40 03 40 01 40 02 40 01 40 01 40 01 40 02 40 02 40 02 40 02 40 02 40 02 40 02 40 02 40 02 40 01 40 03 40 02 40 02 40 01 40 02 40 02 40 03 40 01 40 02 40 01 40 02 40 02 40 02 40 02 40 01 40 02 40 02 FF 0D 
2025-10-15 22:14:35.194 | TX | 0E 03 A2 80 00 40 66 95 
