2025-10-15 22:13:37.188 | TX | 0E 03 00 00 00 04 44 F6 
2025-10-15 22:13:37.189 | RX | 0E 03 08 00 00 00 01 00 00 2C A9 44 BD 
2025-10-15 22:13:37.204 | TX | 0E 03 00 00 00 04 44 F6 
2025-10-15 22:13:37.205 | RX | 0E 03 08 00 00 00 01 00 00 2C A9 44 BD 
2025-10-15 22:13:38.484 | TX | 0E 03 00 00 00 04 44 F6 
2025-10-15 22:13:38.484 | RX | 0E 03 08 00 00 00 01 00 00 2C AA 04 BC 
2025-10-15 22:13:38.500 | TX | 0E 03 00 00 00 04 44 F6 
2025-10-15 22:13:38.500 | RX | 0E 03 08 00 00 00 01 00 00 2C AA 04 BC 
2025-10-15 22:13:38.516 | TX | 0E 10 00 00 00 02 04 00 01 00 0A 12 7C 
2025-10-15 22:13:38.516 | RX | 0E 10 00 00 00 02 41 37 
2025-10-15 22:13:38.532 | TX | 0E 10 00 00 00 02 04 00 02 00 01 A3 BB 
2025-10-15 22:13:38.532 | RX | 0E 10 00 00 00 02 41 37 
2025-10-15 22:13:38.548 | TX | 0E 03 00 00 00 01 84 F5 
2025-10-15 22:13:38.548 | RX | 0E 03 02 00 00 EC 45 
2025-10-15 22:13:38.564 | TX | 0E 10 00 00 00 01 02 00 09 27 A6 
2025-10-15 22:13:38.564 | RX | 0E 10 00 00 00 01 01 36 
2025-10-15 22:13:38.580 | TX | 0E 03 00 00 00 01 84 F5 
2025-10-15 22:13:38.580 | RX | 0E 03 02 00 00 EC 45 
2025-10-15 22:13:38.596 | TX | 0E 10 00 00 00 01 02 00 09 27 A6 
2025-10-15 22:13:38.596 | RX | 0E 10 00 00 00 01 01 36 
2025-10-15 22:13:38.628 | TX | 0E 03 A0 00 00 40 66 C5 
2025-10-15 22:13:38.628 | RX | 0E 03 80 00 17 00 22 00 1A 00 17 00 22 00 22 00 16 00 10 00 09 00 06 00 21 00 1A 00 12 00 1A 00 16 00 19 00 14 00 21 00 12 00 14 00 15 00 0E 00 15 00 1C 00 10 00 17 00 1C 00 15 40 14 00 13 00 19 00 18 00 11 00 19 00 16 00 16 00 19 00 15 00 0E 00 0B 00 11 00 10 00 17 00 14 00 1D 00 1C 00 22 00 11 00 12 00 0D 00 15 00 1D 00 10 00 0F 00 1C 00 1B 00 20 00 11 00 1A 00 12 00 12 00 19 00 10 00 1A 77 C7 
2025-10-15 22:13:38.659 | TX | 0E 03 A0 40 00 40 67 11 
2025-10-15 22:13:38.659 | RX | 0E 03 80 00 1E 00 15 00 12 00 14 00 15 00 19 00 13 00 1D 00 13 00 1D 00 17 00 18 00 22 00 1D 00 24 00 16 00 1D 00 19 00 0F 00 05 00 13 00 0B 00 19 00 13 00 14 00 1B 00 13 00 1B 00 2C 00 18 00 0E 00 0E 00 11 00 1F 00 23 00 14 00 24 00 19 00 18 00 1B 00 21 00 17 00 17 00 1B 00 14 00 18 00 24 00 16 00 1C 00 16 00 14 00 0F 00 0D 00 17 00 1D 00 1F 00 1E 00 15 00 1C 00 1D 00 1B 00 09 00 08 00 1A 35 94 
2025-10-15 22:13:38.690 | TX | 0E 03 A0 80 00 40 67 2D 
2025-10-15 22:13:38.690 | RX | 0E 03 80 00 0F 00 1D 00 10 00 15 00 1F 00 14 00 22 00 1D 00 15 00 1A 00 11 00 16 40 0C 00 0F 00 16 00 0D 00 19 00 15 00 17 00 1A 00 1A 00 1A 00 14 00 0F 00 0C 00 11 00 15 00 1D 00 13 00 11 00 16 40 1F 40 1C 00 16 00 18 00 18 00 1A 00 1C 00 13 00 0D 00 1D 00 0D 00 13 00 1D 00 11 00 15 00 1D 00 1A 00 17 00 1F 00 1F 00 14 00 09 00 14 00 12 00 18 00 1A 00 0E 00 11 00 1B 00 1D 00 24 00 1B 00 19 44 67 
2025-10-15 22:13:38.720 | TX | 0E 03 A0 C0 00 40 66 F9 
2025-10-15 22:13:38.721 | RX | 0E 03 80 00 12 00 0C 00 18 00 13 00 15 00 1C 00 1A 00 0F 00 05 00 1C 00 26 00 18 00 16 00 1A 00 1D 00 1B 00 12 00 12 00 0F 00 0F 00 19 00 14 00 1A 00 19 00 14 00 1D 00 1D 00 21 00 12 00 0F 00 0C 00 0E 00 12 00 0D 00 0D 00 19 00 1A 00 0E 00 26 00 1D 40 11 00 18 00 14 00 1F 00 14 00 10 00 12 00 11 00 19 00 17 00 10 00 0E 00 12 00 19 00 1A 00 20 00 24 00 23 00 22 00 1C 00 18 00 05 00 12 00 0D D0 49 
2025-10-15 22:13:38.751 | TX | 0E 03 A1 00 00 40 67 39 
2025-10-15 22:13:38.751 | RX | 0E 03 80 00 23 00 09 00 13 00 1A 00 0D 00 12 00 14 00 1A 00 12 00 07 00 23 00 22 00 21 00 12 00 11 00 1D 00 12 00 1A 00 1D 00 10 00 09 00 0B 00 18 00 08 00 11 00 16 00 18 00 12 00 1C 00 21 00 19 00 0E 00 0E 00 10 00 16 00 0E 00 0A 00 1B 00 11 00 18 00 20 00 18 00 0E 00 16 00 20 00 10 00 1E 00 1C 00 11 00 1D 00 12 00 18 00 0D 40 04 00 0A 00 1A 00 1C 00 17 00 14 00 22 00 1C 00 1C 00 15 00 16 53 E1 
2025-10-15 22:13:38.783 | TX | 0E 03 A1 40 00 40 66 ED 
